,long,lat,year,TimePeriod,RCP,scenario,treecanopy_percent,Ann_Herb_percent,Bare_percent,Herb_percent,Litter_percent,Shrub_percent,DrySoilDays_Summer_whole,Evap_Summer,ExtremeShortTermDryStress_Summer_whole,FrostDays_Winter,NonDrySWA_Summer_whole,PPT_Winter,PPT_Summer,T_Winter,T_Summer,Tmax_Summer,Tmin_Winter,VWC_Winter_whole,VWC_Spring_whole,VWC_Summer_whole,VWC_Fall_whole
1710,-110.036,37.595,2022,NT,8.5,sc43,0.0,0.0,86.735,3.061,5.102,0.0,0.0,5.07,36.687,58.0,0.127,8.07,11.02,2.359,23.633,37.46,-8.03,0.124,0.079,0.04,0.085
1711,-110.036,37.595,2023,NT,8.5,sc61,0.0,0.0,86.735,3.061,5.102,0.0,0.0,2.338,37.166,86.0,0.013,6.39,3.89,-1.469,25.08,38.27,-20.11,0.113,0.082,0.036,0.051
1712,-110.036,37.595,2023,NT,8.5,sc60,0.0,0.0,86.735,3.061,5.102,0.0,0.0,2.544,36.912,78.0,0.031,3.33,5.24,1.732,23.835,37.67,-7.87,0.109,0.06,0.037,0.05
1713,-110.036,37.595,2023,NT,8.5,sc59,0.0,0.0,86.735,3.061,5.102,0.0,0.0,5.561,36.683,83.0,0.3,7.44,13.63,-1.357,24.469,37.95,-15.91,0.096,0.073,0.045,0.072
1714,-110.036,37.595,2023,NT,8.5,sc57,0.0,0.0,86.735,3.061,5.102,0.0,0.0,2.572,38.21,71.0,0.153,15.49,6.02,2.24,24.773,40.61,-12.18,0.132,0.066,0.04,0.076
1715,-110.036,37.595,2023,NT,4.5,sc39,0.0,0.0,86.735,3.061,5.102,0.0,0.0,4.462,36.213,80.0,0.43,7.37,11.79,-1.575,24.801,37.06,-23.52,0.089,0.064,0.047,0.071
1716,-110.036,37.595,2023,NT,4.5,sc38,0.0,0.0,86.735,3.061,5.102,0.0,0.0,3.337,38.267,73.0,0.245,9.45,9.58,0.591,24.498,40.67,-14.11,0.124,0.066,0.043,0.085
1717,-110.036,37.595,2023,NT,4.5,sc37,0.0,0.0,86.735,3.061,5.102,0.0,0.0,1.531,38.426,60.0,0.0,6.22,1.81,2.802,26.088,39.33,-10.03,0.103,0.07,0.036,0.077
1718,-110.036,37.595,2023,NT,4.5,sc36,0.0,0.0,86.735,3.061,5.102,0.0,0.0,3.741,35.181,66.0,0.252,10.88,8.82,1.665,24.206,35.96,-11.69,0.127,0.087,0.042,0.104
1719,-110.036,37.595,2023,NT,4.5,sc35,0.0,0.0,86.735,3.061,5.102,0.0,0.0,3.219,36.944,69.0,0.042,4.23,6.58,1.614,24.243,38.18,-11.13,0.1,0.061,0.038,0.083
1720,-110.036,37.595,2023,NT,4.5,sc34,0.0,0.0,86.735,3.061,5.102,0.0,0.0,3.137,37.507,65.0,0.001,6.08,5.1,2.515,25.586,38.7,-9.66,0.101,0.079,0.036,0.067
1721,-110.036,37.595,2023,NT,4.5,sc40,0.0,0.0,86.735,3.061,5.102,0.0,0.0,3.381,33.716,80.0,0.0,6.38,5.13,0.593,22.509,35.56,-11.35,0.104,0.073,0.036,0.049
1722,-110.036,37.595,2023,NT,4.5,sc33,0.0,0.0,86.735,3.061,5.102,0.0,0.0,4.546,35.713,71.0,0.181,6.19,10.28,0.131,23.2,36.88,-12.29,0.121,0.075,0.041,0.083
1723,-110.036,37.595,2023,NT,4.5,sc31,0.0,0.0,86.735,3.061,5.102,0.0,0.0,3.727,36.631,89.0,0.732,3.48,14.61,-1.213,23.523,37.87,-18.22,0.105,0.06,0.055,0.074
1724,-110.036,37.595,2023,NT,4.5,sc30,0.0,0.0,86.735,3.061,5.102,0.0,0.0,2.302,36.9,76.0,0.02,11.25,4.99,-0.629,24.627,38.14,-17.14,0.106,0.078,0.036,0.112
1725,-110.036,37.595,2023,NT,4.5,sc29,0.0,0.0,86.735,3.061,5.102,0.0,0.0,3.316,35.862,72.0,0.028,4.96,7.76,0.433,22.986,37.79,-20.28,0.064,0.072,0.037,0.078
1726,-110.036,37.595,2023,NT,4.5,sc28,0.0,0.0,86.735,3.061,5.102,0.0,0.0,2.681,35.649,86.0,0.0,2.69,3.85,-0.375,24.021,36.58,-19.06,0.059,0.042,0.036,0.09
1727,-110.036,37.595,2023,NT,4.5,sc27,0.0,0.0,86.735,3.061,5.102,0.0,0.0,3.163,35.971,65.0,0.0,4.83,5.02,3.185,23.268,37.16,-11.16,0.085,0.065,0.036,0.061
1728,-110.036,37.595,2023,NT,4.5,sc26,0.0,0.0,86.735,3.061,5.102,0.0,0.0,0.562,36.726,74.0,0.0,8.46,0.56,1.607,23.867,37.94,-10.17,0.072,0.079,0.035,0.045
1729,-110.036,37.595,2023,NT,4.5,sc32,0.0,0.0,86.735,3.061,5.102,0.0,0.0,3.128,38.439,77.0,0.131,2.29,7.35,3.043,25.435,38.85,-8.24,0.063,0.054,0.04,0.097
1730,-110.036,37.595,2023,NT,8.5,sc58,0.0,0.0,86.735,3.061,5.102,0.0,0.0,2.069,39.443,75.0,0.0,6.1,3.03,1.936,26.369,40.24,-11.66,0.066,0.072,0.036,0.08
1731,-110.036,37.595,2023,NT,4.5,sc41,0.0,0.0,86.735,3.061,5.102,0.0,0.0,3.104,36.843,71.0,0.063,5.95,5.04,0.74,24.375,39.87,-10.89,0.072,0.087,0.038,0.048
1732,-110.036,37.595,2023,NT,8.5,sc43,0.0,0.0,86.735,3.061,5.102,0.0,0.0,3.896,36.825,66.0,0.433,6.29,11.08,2.565,24.253,37.52,-14.93,0.127,0.07,0.047,0.077
1733,-110.036,37.595,2023,NT,8.5,sc56,0.0,0.0,86.735,3.061,5.102,0.0,0.0,4.355,34.987,76.0,0.204,4.09,10.47,-0.055,24.283,35.74,-10.91,0.104,0.074,0.042,0.069
1734,-110.036,37.595,2023,NT,8.5,sc55,0.0,0.0,86.735,3.061,5.102,0.0,0.0,6.981,35.727,67.0,0.672,6.93,18.21,1.896,23.659,37.22,-11.7,0.096,0.073,0.054,0.098
1735,-110.036,37.595,2023,NT,8.5,sc54,0.0,0.0,86.735,3.061,5.102,0.0,0.0,0.968,36.569,76.0,0.0,8.71,1.04,1.234,25.075,37.66,-10.61,0.088,0.082,0.035,0.055
1736,-110.036,37.595,2023,NT,8.5,sc53,0.0,0.0,86.735,3.061,5.102,0.0,0.0,5.011,36.482,68.0,0.151,10.6,11.34,2.024,23.812,38.13,-9.63,0.128,0.083,0.041,0.042
1737,-110.036,37.595,2023,NT,8.5,sc52,0.0,0.0,86.735,3.061,5.102,0.0,0.0,5.237,34.635,56.0,0.236,10.86,11.34,1.078,24.156,35.16,-16.73,0.096,0.096,0.042,0.061
1738,-110.036,37.595,2023,NT,8.5,sc42,0.0,0.0,86.735,3.061,5.102,0.0,0.0,5.258,35.644,59.0,0.423,4.25,12.13,3.77,23.259,37.14,-10.91,0.104,0.069,0.047,0.074
1739,-110.036,37.595,2023,NT,8.5,sc51,0.0,0.0,86.735,3.061,5.102,0.0,0.0,2.707,37.507,49.0,0.002,7.71,4.49,3.849,24.415,38.67,-10.8,0.127,0.082,0.036,0.104
1740,-110.036,37.595,2023,NT,8.5,sc49,0.0,0.0,86.735,3.061,5.102,0.0,0.0,3.624,35.162,68.0,0.505,8.09,10.83,1.849,23.545,35.57,-10.1,0.13,0.065,0.049,0.097
1741,-110.036,37.595,2023,NT,8.5,sc48,0.0,0.0,86.735,3.061,5.102,0.0,0.0,5.271,36.067,75.0,0.596,4.0,15.01,0.115,24.202,37.82,-19.33,0.097,0.052,0.052,0.08
1742,-110.036,37.595,2023,NT,8.5,sc47,0.0,0.0,86.735,3.061,5.102,0.0,0.0,4.331,34.954,60.0,0.112,14.05,9.8,2.446,24.483,35.67,-16.52,0.099,0.064,0.04,0.084
1743,-110.036,37.595,2023,NT,8.5,sc46,0.0,0.0,86.735,3.061,5.102,0.0,0.0,1.896,36.518,84.0,0.052,4.92,4.97,1.758,23.992,37.93,-12.74,0.105,0.066,0.037,0.088
1744,-110.036,37.595,2023,NT,8.5,sc45,0.0,0.0,86.735,3.061,5.102,0.0,0.0,3.59,36.311,53.0,0.036,7.29,7.58,3.39,24.928,37.59,-10.27,0.103,0.07,0.037,0.051
1745,-110.036,37.595,2023,NT,8.5,sc44,0.0,0.0,86.735,3.061,5.102,0.0,0.0,2.998,35.703,53.0,0.542,8.69,9.54,3.483,23.793,36.26,-10.83,0.118,0.094,0.05,0.083
1746,-110.036,37.595,2023,NT,8.5,sc50,0.0,0.0,86.735,3.061,5.102,0.0,0.0,5.294,34.694,46.0,0.523,12.15,15.36,4.117,23.119,36.11,-10.02,0.125,0.076,0.05,0.097
1747,-110.036,37.595,2023,NT,4.5,sc25,0.0,0.0,86.735,3.061,5.102,0.0,0.0,4.936,36.279,55.0,0.515,13.12,15.2,1.999,24.909,38.55,-14.64,0.109,0.079,0.05,0.043
1748,-110.036,37.595,2023,NT,4.5,sc24,0.0,0.0,86.735,3.061,5.102,0.0,0.0,1.891,37.628,75.0,0.0,3.54,2.54,1.588,25.926,38.14,-10.04,0.116,0.059,0.036,0.039
1749,-110.036,37.595,2023,NT,4.5,sc23,0.0,0.0,86.735,3.061,5.102,0.0,0.0,4.037,34.907,81.0,0.002,10.81,5.86,0.082,23.547,36.44,-11.85,0.125,0.069,0.036,0.061
1750,-110.036,37.595,2023,NT,4.5,sc22,0.0,0.0,86.735,3.061,5.102,0.0,0.0,2.356,36.627,76.0,0.009,2.96,5.44,0.731,24.353,38.3,-13.26,0.064,0.052,0.036,0.084
1751,-110.036,37.595,2024,NT,8.5,sc61,0.0,0.0,86.735,3.061,5.102,0.0,0.0,2.262,37.457,44.0,0.046,4.23,4.19,5.423,25.002,38.67,-7.0,0.108,0.058,0.037,0.08
1752,-110.036,37.595,2024,NT,8.5,sc60,0.0,0.0,86.735,3.061,5.102,0.0,0.0,3.352,37.068,73.0,0.084,1.89,7.73,1.959,24.484,37.51,-10.25,0.086,0.049,0.039,0.1
1753,-110.036,37.595,2024,NT,8.5,sc59,0.0,0.0,86.735,3.061,5.102,0.0,0.0,2.821,36.197,69.0,0.259,15.44,9.44,1.64,24.124,37.6,-9.99,0.104,0.066,0.043,0.067
1754,-110.036,37.595,2024,NT,8.5,sc58,0.0,0.0,86.735,3.061,5.102,0.0,0.0,2.119,42.235,56.0,0.061,7.15,3.79,2.58,27.546,47.12,-11.58,0.127,0.062,0.037,0.051
1755,-110.036,37.595,2024,NT,8.5,sc57,0.0,0.0,86.735,3.061,5.102,0.0,0.0,3.274,37.115,51.0,0.135,5.97,7.86,3.827,24.416,38.47,-11.5,0.102,0.091,0.04,0.072
1756,-110.036,37.595,2024,NT,8.5,sc56,0.0,0.0,86.735,3.061,5.102,0.0,0.0,2.612,38.447,79.0,0.018,5.62,4.87,1.756,24.117,39.4,-12.35,0.109,0.066,0.037,0.103
1757,-110.036,37.595,2024,NT,8.5,sc55,0.0,0.0,86.735,3.061,5.102,0.0,0.0,1.051,39.222,71.0,0.0,5.93,1.57,1.852,26.307,40.24,-21.06,0.094,0.078,0.035,0.085
1758,-110.036,37.595,2024,NT,8.5,sc54,0.0,0.0,86.735,3.061,5.102,0.0,0.0,1.086,37.632,81.0,0.0,7.2,1.37,-0.636,26.652,38.23,-16.86,0.121,0.082,0.035,0.054
1759,-110.036,37.595,2024,NT,8.5,sc53,0.0,0.0,86.735,3.061,5.102,0.0,0.0,1.917,36.855,74.0,0.0,2.08,2.59,1.613,24.476,37.82,-11.1,0.047,0.054,0.036,0.079
1760,-110.036,37.595,2024,NT,4.5,sc26,0.0,0.0,86.735,3.061,5.102,0.0,0.0,2.404,36.587,79.0,0.0,1.63,3.18,2.678,25.611,37.97,-7.18,0.044,0.038,0.035,0.044
1761,-110.036,37.595,2024,NT,4.5,sc25,0.0,0.0,86.735,3.061,5.102,0.0,0.0,2.764,38.161,80.0,0.001,13.26,4.5,0.3,26.128,39.13,-16.52,0.129,0.08,0.036,0.037
1762,-110.036,37.595,2024,NT,4.5,sc24,0.0,0.0,86.735,3.061,5.102,0.0,0.0,4.357,35.71,61.0,0.056,4.85,8.67,4.048,24.135,36.43,-12.67,0.086,0.067,0.038,0.07
1763,-110.036,37.595,2024,NT,4.5,sc23,0.0,0.0,86.735,3.061,5.102,0.0,0.0,3.312,38.595,67.0,0.099,4.69,6.85,2.279,24.611,39.84,-16.37,0.098,0.079,0.039,0.094
1764,-110.036,37.595,2024,NT,4.5,sc22,0.0,0.0,86.735,3.061,5.102,0.0,0.0,3.83,35.127,65.0,0.249,7.3,8.83,2.896,23.325,35.65,-11.67,0.128,0.081,0.043,0.08
1765,-110.036,37.595,2024,NT,4.5,sc27,0.0,0.0,86.735,3.061,5.102,0.0,0.0,1.861,36.662,63.0,0.0,12.72,2.37,1.294,24.544,37.35,-14.11,0.13,0.08,0.036,0.062
1766,-110.036,37.595,2024,NT,4.5,sc28,0.0,0.0,86.735,3.061,5.102,0.0,0.0,2.795,36.986,61.0,0.103,12.61,6.79,1.831,24.209,38.05,-11.41,0.125,0.067,0.039,0.06
1767,-110.036,37.595,2024,NT,4.5,sc29,0.0,0.0,86.735,3.061,5.102,0.0,0.0,2.16,36.198,68.0,0.0,10.7,3.56,2.212,24.52,36.86,-11.04,0.122,0.084,0.036,0.07
1768,-110.036,37.595,2024,NT,4.5,sc30,0.0,0.0,86.735,3.061,5.102,0.0,0.0,4.331,33.835,73.0,0.455,16.5,14.26,0.839,22.262,34.88,-11.39,0.126,0.078,0.048,0.08
1769,-110.036,37.595,2024,NT,8.5,sc52,0.0,0.0,86.735,3.061,5.102,0.0,0.0,3.219,37.906,57.0,0.095,8.54,6.46,2.567,25.509,38.78,-16.13,0.127,0.086,0.038,0.097
1770,-110.036,37.595,2024,NT,8.5,sc51,0.0,0.0,86.735,3.061,5.102,0.0,0.0,4.751,35.789,83.0,0.049,13.39,8.28,-0.559,24.814,36.2,-15.89,0.129,0.08,0.038,0.101
1771,-110.036,37.595,2024,NT,8.5,sc50,0.0,0.0,86.735,3.061,5.102,0.0,0.0,2.615,36.684,65.0,0.0,5.95,4.71,2.385,23.605,38.34,-12.61,0.123,0.09,0.036,0.079
1772,-110.036,37.595,2024,NT,8.5,sc49,0.0,0.0,86.735,3.061,5.102,0.0,0.0,2.179,35.428,68.0,0.127,5.87,4.7,1.249,24.117,36.16,-14.88,0.126,0.072,0.039,0.053
1773,-110.036,37.595,2024,NT,8.5,sc48,0.0,0.0,86.735,3.061,5.102,0.0,0.0,1.539,36.444,80.0,0.0,2.57,2.4,1.002,24.145,37.85,-11.03,0.066,0.044,0.035,0.039
1774,-110.036,37.595,2024,NT,8.5,sc47,0.0,0.0,86.735,3.061,5.102,0.0,0.0,3.103,37.46,60.0,0.058,3.23,5.72,3.464,25.312,38.75,-7.18,0.097,0.079,0.038,0.065
1775,-110.036,37.595,2024,NT,8.5,sc46,0.0,0.0,86.735,3.061,5.102,0.0,0.0,1.934,37.099,80.0,0.002,2.95,2.26,1.895,24.87,37.71,-7.02,0.092,0.05,0.036,0.063
1776,-110.036,37.595,2024,NT,8.5,sc45,0.0,0.0,86.735,3.061,5.102,0.0,0.0,1.827,37.83,69.0,0.004,5.31,3.19,2.01,25.901,38.69,-12.99,0.125,0.063,0.036,0.076
1777,-110.036,37.595,2024,NT,8.5,sc44,0.0,0.0,86.735,3.061,5.102,0.0,0.0,3.243,36.722,70.0,0.202,5.96,8.45,0.527,25.69,37.17,-15.69,0.123,0.074,0.041,0.097
1778,-110.036,37.595,2024,NT,8.5,sc43,0.0,0.0,86.735,3.061,5.102,0.0,0.0,2.656,36.559,80.0,0.0,5.94,4.16,1.214,24.144,37.97,-16.13,0.124,0.083,0.036,0.098
1779,-110.036,37.595,2024,NT,8.5,sc42,0.0,0.0,86.735,3.061,5.102,0.0,0.0,3.42,37.712,81.0,0.511,9.87,9.57,-0.216,24.809,39.36,-14.38,0.124,0.085,0.049,0.043
1780,-110.036,37.595,2024,NT,4.5,sc41,0.0,0.0,86.735,3.061,5.102,0.0,0.0,2.556,37.431,80.0,0.001,3.73,4.24,1.121,25.249,38.57,-9.82,0.066,0.045,0.036,0.043
1781,-110.036,37.595,2024,NT,4.5,sc40,0.0,0.0,86.735,3.061,5.102,0.0,0.0,2.745,36.039,88.0,0.211,7.0,6.53,-2.435,24.504,37.19,-16.57,0.056,0.074,0.041,0.065
1782,-110.036,37.595,2024,NT,4.5,sc39,0.0,0.0,86.735,3.061,5.102,0.0,0.0,1.623,38.065,74.0,0.029,4.55,3.88,1.432,25.355,38.78,-12.73,0.061,0.048,0.036,0.046
1783,-110.036,37.595,2024,NT,4.5,sc38,0.0,0.0,86.735,3.061,5.102,0.0,0.0,3.13,38.26,60.0,0.007,7.28,6.01,2.692,24.193,39.32,-10.09,0.123,0.089,0.037,0.065
1784,-110.036,37.595,2024,NT,4.5,sc36,0.0,0.0,86.735,3.061,5.102,0.0,0.0,5.403,36.264,67.0,0.79,2.98,17.11,2.065,23.028,37.79,-15.24,0.115,0.079,0.057,0.076
1785,-110.036,37.595,2024,NT,4.5,sc35,0.0,0.0,86.735,3.061,5.102,0.0,0.0,2.483,36.357,70.0,0.412,2.92,8.75,3.029,24.363,37.37,-8.98,0.085,0.081,0.046,0.076
1786,-110.036,37.595,2024,NT,4.5,sc34,0.0,0.0,86.735,3.061,5.102,0.0,0.0,3.059,36.141,72.0,0.473,9.37,8.64,-0.324,24.501,37.14,-24.12,0.126,0.071,0.048,0.096
1787,-110.036,37.595,2024,NT,4.5,sc33,0.0,0.0,86.735,3.061,5.102,0.0,0.0,5.317,35.408,77.0,0.997,8.23,19.12,0.653,23.108,36.56,-14.6,0.101,0.08,0.062,0.093
1788,-110.036,37.595,2024,NT,4.5,sc32,0.0,0.0,86.735,3.061,5.102,0.0,0.0,3.809,35.991,75.0,0.075,9.56,7.27,1.066,24.605,36.87,-14.21,0.126,0.07,0.038,0.078
1789,-110.036,37.595,2024,NT,4.5,sc31,0.0,0.0,86.735,3.061,5.102,0.0,0.0,1.122,38.976,55.0,0.0,4.85,1.57,4.035,24.073,40.05,-7.38,0.125,0.092,0.035,0.044
1790,-110.036,37.595,2024,NT,4.5,sc37,0.0,0.0,86.735,3.061,5.102,0.0,0.0,3.15,39.138,62.0,0.293,2.42,9.73,3.399,26.332,41.38,-8.49,0.07,0.054,0.044,0.099
1791,-110.036,37.601,1980,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,1.476,36.11,74.0,0.027,14.21,2.57,0.969,23.066,36.95,-12.35,0.121,0.092,0.044,0.055
1792,-110.036,37.601,1981,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,5.089,35.96,74.0,0.032,2.37,9.69,3.393,23.109,37.45,-9.35,0.053,0.064,0.045,0.1
1793,-110.036,37.601,1982,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.309,34.88,82.0,0.237,4.12,9.99,0.004,21.926,36.55,-16.65,0.103,0.064,0.05,0.075
1794,-110.036,37.601,1983,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,5.138,33.43,84.0,0.126,7.24,10.71,0.467,21.087,34.35,-14.95,0.131,0.101,0.048,0.079
1795,-110.036,37.601,1984,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,5.107,33.69,91.0,0.055,5.07,9.48,-1.081,21.714,35.05,-18.25,0.124,0.072,0.046,0.078
1796,-110.036,37.601,1985,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.002,36.12,87.0,0.107,8.04,4.65,-0.971,23.207,37.35,-18.25,0.123,0.103,0.047,0.112
1797,-110.036,37.601,1986,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.447,33.95,73.0,0.128,2.3,10.35,2.282,22.239,34.85,-11.55,0.111,0.063,0.048,0.115
1798,-110.036,37.601,1987,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.334,32.97,85.0,0.359,6.21,11.49,-0.414,21.801,34.05,-13.85,0.125,0.085,0.054,0.085
1799,-110.036,37.601,1988,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.51,34.4,85.0,0.04,5.56,8.56,-1.235,23.015,35.45,-15.95,0.111,0.078,0.046,0.053
1800,-110.036,37.601,1989,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.199,36.35,86.0,0.108,5.35,6.86,-1.882,22.327,37.95,-19.65,0.052,0.057,0.047,0.044
1801,-110.036,37.601,1990,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.925,35.93,82.0,0.012,3.59,5.31,-0.086,23.051,37.15,-14.35,0.046,0.048,0.045,0.085
1802,-110.036,37.601,1991,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.918,33.35,84.0,0.02,5.16,6.56,-2.077,22.115,34.45,-24.55,0.085,0.081,0.045,0.078
1803,-110.036,37.601,1992,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.651,33.19,85.0,0.021,6.45,6.03,-1.279,21.509,34.15,-14.15,0.112,0.088,0.045,0.065
1804,-110.036,37.601,1993,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.503,33.51,83.0,0.11,13.61,6.03,-1.317,21.11,34.55,-13.85,0.111,0.087,0.046,0.078
1805,-110.036,37.601,1994,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.006,36.17,84.0,0.0,3.29,2.63,-0.448,24.358,37.15,-14.25,0.071,0.052,0.043,0.064
1806,-110.036,37.601,1995,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.11,35.18,67.0,0.024,7.39,6.94,1.735,21.885,37.05,-10.55,0.123,0.082,0.045,0.045
1807,-110.036,37.601,1996,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.163,35.17,66.0,0.001,3.06,4.96,1.532,23.984,35.85,-12.35,0.05,0.045,0.044,0.096
1808,-110.036,37.601,1997,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.682,33.26,70.0,0.321,8.51,9.13,0.712,21.87,35.15,-13.75,0.138,0.083,0.053,0.077
1809,-110.036,37.601,1998,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.079,35.48,84.0,0.074,5.4,5.71,0.038,22.305,36.95,-11.65,0.1,0.066,0.046,0.089
1810,-110.036,37.601,1999,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,6.125,32.86,71.0,0.377,2.85,15.09,1.846,21.444,34.05,-14.95,0.111,0.062,0.055,0.045
1811,-110.036,37.601,2000,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.017,35.68,64.0,0.001,5.55,4.91,1.359,23.707,36.55,-12.45,0.067,0.072,0.044,0.086
1812,-110.036,37.601,2001,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.991,35.01,79.0,0.12,6.34,8.57,0.284,22.908,35.75,-12.85,0.116,0.085,0.047,0.046
1813,-110.036,37.601,2002,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.187,35.99,86.0,0.0,2.32,3.02,-0.886,23.997,37.05,-14.35,0.057,0.044,0.044,0.089
1814,-110.036,37.601,2003,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.113,36.62,73.0,0.039,6.15,5.79,1.331,24.036,37.85,-12.15,0.071,0.082,0.045,0.085
1815,-110.036,37.601,2004,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,1.914,33.96,81.0,0.0,6.41,2.62,-0.882,22.476,34.95,-15.05,0.098,0.073,0.044,0.112
1816,-110.036,37.601,2005,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.784,37.07,66.0,0.13,13.26,8.42,1.339,22.049,38.05,-14.25,0.141,0.082,0.048,0.062
1817,-110.036,37.601,2006,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.005,35.47,83.0,0.035,1.92,7.33,0.674,23.679,36.75,-14.85,0.049,0.074,0.045,0.103
1818,-110.036,37.601,2007,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.662,35.51,81.0,0.063,3.36,7.72,-0.297,23.738,36.05,-16.35,0.078,0.048,0.046,0.06
1819,-110.036,37.601,2008,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.284,33.94,79.0,0.069,13.91,7.08,-2.33,22.058,34.95,-18.65,0.131,0.079,0.047,0.048
1820,-110.036,37.601,2009,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,1.905,34.68,75.0,0.001,6.38,2.67,0.108,22.193,36.05,-17.15,0.111,0.071,0.044,0.048
1821,-110.036,37.601,2010,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.313,35.44,86.0,0.447,12.92,10.77,-2.438,22.403,37.55,-17.35,0.059,0.086,0.056,0.059
1822,-110.036,37.601,2011,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.752,34.6,76.0,0.006,5.85,5.72,-0.793,22.781,35.65,-22.85,0.082,0.058,0.044,0.058
1823,-110.036,37.601,2012,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.841,34.93,87.0,0.152,5.75,6.95,0.054,23.754,35.55,-14.75,0.082,0.057,0.048,0.05
1824,-110.036,37.601,2013,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.933,35.98,81.0,0.195,7.9,8.15,-1.218,22.728,38.35,-19.45,0.095,0.067,0.049,0.107
1825,-110.036,37.601,2014,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.357,34.25,70.0,0.095,3.99,7.12,0.639,21.817,35.65,-17.75,0.113,0.058,0.047,0.068
1826,-110.036,37.601,2015,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,5.144,34.77,58.0,0.273,7.48,13.2,1.804,22.05,36.15,-15.05,0.076,0.074,0.052,0.098
1827,-110.036,37.601,2016,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.474,35.8,75.0,0.122,7.13,7.39,-1.163,23.43,37.65,-16.75,0.113,0.074,0.047,0.049
1828,-110.036,37.601,2017,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.99,35.83,60.0,0.049,9.7,6.41,1.061,23.94,37.25,-14.65,0.114,0.071,0.045,0.046
1829,-110.036,37.601,2018,Hist,historical,sc1,6.0,0.0,59.0,10.0,11.0,6.0,0.0,1.911,34.75,69.0,0.014,2.74,4.36,2.124,24.311,35.55,-12.35,0.048,0.045,0.044,0.093
1830,-110.036,37.601,2021,NT,8.5,sc44,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.532,36.823,58.0,0.272,10.71,12.11,3.492,24.343,38.1,-9.72,0.129,0.081,0.051,0.083
1831,-110.036,37.601,2021,NT,8.5,sc43,6.0,0.0,59.0,10.0,11.0,6.0,0.0,1.33,37.437,78.0,0.001,11.5,1.53,0.108,23.596,38.09,-17.79,0.118,0.086,0.044,0.073
1832,-110.036,37.601,2021,NT,8.5,sc42,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.398,35.824,79.0,0.006,8.63,4.39,0.838,23.731,37.11,-16.47,0.128,0.075,0.044,0.071
